store_id,sku_id,starting_inventory,stockout_day,lead_time_days,days_to_stockout,stockout_risk,category,demand_std_dev
ST001,SKU0029,0,2026-01-03,4.1,0,True,Snacks,4.867286327151526
ST001,SKU0030,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.0378621654846496
ST001,SKU0031,0,2026-01-03,4.684210526315789,0,True,Beverages,5.074260566895622
ST001,SKU0032,0,2026-01-03,4.1,0,True,Snacks,5.067773754526506
ST001,SKU0033,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.371497299129784
ST001,SKU0024,0,2026-01-03,4.684210526315789,0,True,Beverages,5.59661104042836
ST001,SKU0034,0,2026-01-03,6.5,0,True,PersonalCare,2.445777907728917
ST002,SKU0007,0,2026-01-03,1.9230769230769231,0,True,Dairy,5.57827642913109
ST001,SKU0037,0,2026-01-03,1.9230769230769231,0,True,Dairy,6.108716398728971
ST001,SKU0038,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.915785331095371
ST001,SKU0039,0,2026-01-03,7.166666666666667,0,True,HomeCare,1.9018853592684024
ST001,SKU0040,0,2026-01-03,4.684210526315789,0,True,Beverages,3.916660001060824
ST001,SKU0041,0,2026-01-03,6.5,0,True,PersonalCare,2.6137049630907487
ST001,SKU0042,0,2026-01-03,4.1,0,True,Snacks,5.040624439178353
ST001,SKU0043,0,2026-01-03,6.5,0,True,PersonalCare,3.090834538658356
ST001,SKU0044,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.06416156549371
ST001,SKU0045,0,2026-01-03,4.684210526315789,0,True,Beverages,5.318667178098141
ST001,SKU0036,0,2026-01-03,2.1818181818181817,0,True,Grocery,9.045658341828569
ST001,SKU0019,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.689094904546817
ST002,SKU0004,0,2026-01-03,4.1,0,True,Snacks,4.730188866926137
ST001,SKU0047,0,2026-01-03,1.9230769230769231,0,True,Dairy,5.79295008408425
ST001,SKU0072,0,2026-01-03,4.1,0,True,Snacks,4.682594551028661
ST001,SKU0051,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.278100165852653
ST001,SKU0052,0,2026-01-03,4.1,0,True,Snacks,4.998307984385007
ST001,SKU0053,0,2026-01-03,1.9230769230769231,0,True,Dairy,4.294675260013548
ST001,SKU0054,0,2026-01-03,4.684210526315789,0,True,Beverages,4.301453971120016
ST001,SKU0055,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.238334318700207
ST001,SKU0056,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.660040326074184
ST001,SKU0057,0,2026-01-03,4.684210526315789,0,True,Beverages,5.553905352241261
ST001,SKU0058,0,2026-01-03,4.1,0,True,Snacks,5.519502901593744
ST001,SKU0059,0,2026-01-03,6.5,0,True,PersonalCare,3.270204212120771
ST001,SKU0060,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.547669661469378
ST001,SKU0061,0,2026-01-03,1.9230769230769231,0,True,Dairy,4.84380078193123
ST001,SKU0062,0,2026-01-03,2.1818181818181817,0,True,Grocery,9.023812830228
ST001,SKU0063,0,2026-01-03,6.5,0,True,PersonalCare,3.1886193302247143
ST001,SKU0064,0,2026-01-03,6.5,0,True,PersonalCare,3.2465520557395298
ST001,SKU0065,0,2026-01-03,6.5,0,True,PersonalCare,2.9334728834428887
ST001,SKU0066,0,2026-01-03,4.1,0,True,Snacks,6.174519148629469
ST001,SKU0067,0,2026-01-03,4.684210526315789,0,True,Beverages,4.066258864470167
ST001,SKU0068,0,2026-01-03,4.1,0,True,Snacks,4.5523961577330185
ST001,SKU0069,0,2026-01-03,2.1818181818181817,0,True,Grocery,9.008906759563352
ST002,SKU0008,0,2026-01-03,4.684210526315789,0,True,Beverages,3.7846974564808655
ST001,SKU0050,0,2026-01-03,4.1,0,True,Snacks,5.677915269226133
ST001,SKU0073,0,2026-01-03,1.9230769230769231,0,True,Dairy,4.878087673296875
ST001,SKU0075,0,2026-01-03,4.1,0,True,Snacks,5.597898370407731
ST002,SKU0006,0,2026-01-03,1.9230769230769231,0,True,Dairy,6.767254934489384
ST001,SKU0048,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.661773247405733
ST001,SKU0049,0,2026-01-03,4.684210526315789,0,True,Beverages,5.109576246965975
ST001,SKU0074,0,2026-01-03,2.1818181818181817,0,True,Grocery,6.068272805098063
ST001,SKU0076,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.4280369454605317
ST001,SKU0077,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.589314046504162
ST001,SKU0078,0,2026-01-03,1.9230769230769231,0,True,Dairy,7.646112252736918
ST001,SKU0079,0,2026-01-03,6.5,0,True,PersonalCare,2.9762005012362485
ST001,SKU0080,0,2026-01-03,4.684210526315789,0,True,Beverages,4.125384466020252
ST001,SKU0081,0,2026-01-03,6.5,0,True,PersonalCare,2.694792155603983
ST001,SKU0082,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.714023785044185
ST001,SKU0020,0,2026-01-03,4.684210526315789,0,True,Beverages,4.396754898113518
ST001,SKU0083,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.8167730697228324
ST001,SKU0085,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.18734267562373
ST001,SKU0086,0,2026-01-03,6.5,0,True,PersonalCare,2.219756359544747
ST001,SKU0087,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.0612488610470883
ST001,SKU0088,0,2026-01-03,1.9230769230769231,0,True,Dairy,6.875230686491995
ST001,SKU0089,0,2026-01-03,4.684210526315789,0,True,Beverages,5.838683547162817
ST001,SKU0090,0,2026-01-03,4.684210526315789,0,True,Beverages,5.385048455415041
ST002,SKU0001,0,2026-01-03,6.5,0,True,PersonalCare,2.079859258781914
ST002,SKU0002,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.507257635770669
ST002,SKU0003,0,2026-01-03,4.1,0,True,Snacks,5.502562629241196
ST002,SKU0005,0,2026-01-03,4.684210526315789,0,True,Beverages,5.2567536224000975
ST001,SKU0084,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.5784678087192603
ST002,SKU0009,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.8730447203119347
ST003,SKU0007,0,2026-01-03,1.9230769230769231,0,True,Dairy,10.93988472033575
ST002,SKU0082,0,2026-01-03,2.1818181818181817,0,True,Grocery,6.794144611539136
ST002,SKU0033,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.449318164420665
ST002,SKU0032,0,2026-01-03,4.1,0,True,Snacks,4.855428711239081
ST002,SKU0011,0,2026-01-03,4.684210526315789,0,True,Beverages,4.382338099467579
ST002,SKU0012,0,2026-01-03,1.9230769230769231,0,True,Dairy,4.963210518063538
ST002,SKU0013,0,2026-01-03,4.684210526315789,0,True,Beverages,4.569636631874401
ST002,SKU0014,0,2026-01-03,4.1,0,True,Snacks,4.131758532565592
ST002,SKU0015,0,2026-01-03,4.684210526315789,0,True,Beverages,4.6425486691432125
ST002,SKU0016,0,2026-01-03,4.1,0,True,Snacks,4.4711551158705545
ST002,SKU0017,0,2026-01-03,4.684210526315789,0,True,Beverages,4.029496507662359
ST002,SKU0018,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.2814221919769944
ST002,SKU0019,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.131554614655663
ST002,SKU0020,0,2026-01-03,4.684210526315789,0,True,Beverages,5.10202918007982
ST002,SKU0021,0,2026-01-03,1.9230769230769231,0,True,Dairy,4.800793585191832
ST002,SKU0022,0,2026-01-03,4.1,0,True,Snacks,5.491620410847977
ST002,SKU0023,0,2026-01-03,1.9230769230769231,0,True,Dairy,5.23435729011705
ST002,SKU0024,0,2026-01-03,4.684210526315789,0,True,Beverages,4.782486847982733
ST002,SKU0025,0,2026-01-03,4.684210526315789,0,True,Beverages,3.24963849927032
ST002,SKU0026,0,2026-01-03,7.166666666666667,0,True,HomeCare,1.5632047282926156
ST002,SKU0027,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.7886046312580204
ST002,SKU0028,0,2026-01-03,6.5,0,True,PersonalCare,2.2704100741412123
ST002,SKU0029,0,2026-01-03,4.1,0,True,Snacks,4.702089867580905
ST002,SKU0034,0,2026-01-03,6.5,0,True,PersonalCare,2.633050966746316
ST002,SKU0030,0,2026-01-03,7.166666666666667,0,True,HomeCare,1.9798483524620945
ST002,SKU0035,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.3409292758831306
ST002,SKU0056,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.231580129568893
ST001,SKU0071,0,2026-01-03,2.1818181818181817,0,True,Grocery,10.486505231961212
ST002,SKU0036,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.287120852971668
ST002,SKU0037,0,2026-01-03,1.9230769230769231,0,True,Dairy,6.718004089561752
ST002,SKU0038,0,2026-01-03,2.1818181818181817,0,True,Grocery,6.692259771716151
ST002,SKU0039,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.991843548641685
ST002,SKU0040,0,2026-01-03,4.684210526315789,0,True,Beverages,3.964203864674691
ST002,SKU0041,0,2026-01-03,6.5,0,True,PersonalCare,2.4857992668329976
ST002,SKU0042,0,2026-01-03,4.1,0,True,Snacks,4.415738541531633
ST002,SKU0043,0,2026-01-03,6.5,0,True,PersonalCare,3.4292892941040494
ST002,SKU0044,0,2026-01-03,2.1818181818181817,0,True,Grocery,9.464251430400854
ST002,SKU0045,0,2026-01-03,4.684210526315789,0,True,Beverages,4.152708449755615
ST002,SKU0047,0,2026-01-03,1.9230769230769231,0,True,Dairy,4.991157594720723
ST002,SKU0059,0,2026-01-03,6.5,0,True,PersonalCare,2.404308997276757
ST002,SKU0048,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.7719291173758
ST002,SKU0049,0,2026-01-03,4.684210526315789,0,True,Beverages,3.6743198780748583
ST002,SKU0050,0,2026-01-03,4.1,0,True,Snacks,5.757037754720146
ST002,SKU0051,0,2026-01-03,2.1818181818181817,0,True,Grocery,6.725321544334271
ST002,SKU0052,0,2026-01-03,4.1,0,True,Snacks,4.505913685964636
ST002,SKU0053,0,2026-01-03,1.9230769230769231,0,True,Dairy,4.732373971752581
ST002,SKU0054,0,2026-01-03,4.684210526315789,0,True,Beverages,4.465476031788346
ST002,SKU0055,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.513521645593163
ST002,SKU0057,0,2026-01-03,4.684210526315789,0,True,Beverages,3.489601452277803
ST002,SKU0031,0,2026-01-03,4.684210526315789,0,True,Beverages,5.086531924361024
ST002,SKU0058,0,2026-01-03,4.1,0,True,Snacks,5.8371273018364604
ST002,SKU0060,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.959641306259396
ST002,SKU0083,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.381002505738041
ST002,SKU0062,0,2026-01-03,2.1818181818181817,0,True,Grocery,6.286148595157531
ST002,SKU0063,0,2026-01-03,6.5,0,True,PersonalCare,2.486429332811948
ST002,SKU0064,0,2026-01-03,6.5,0,True,PersonalCare,3.3118985007391157
ST002,SKU0065,0,2026-01-03,6.5,0,True,PersonalCare,2.896718392182613
ST002,SKU0066,0,2026-01-03,4.1,0,True,Snacks,4.760030959651639
ST002,SKU0067,0,2026-01-03,4.684210526315789,0,True,Beverages,3.5499479328314854
ST002,SKU0068,0,2026-01-03,4.1,0,True,Snacks,4.751005697517591
ST002,SKU0069,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.511811918288381
ST002,SKU0070,0,2026-01-03,6.5,0,True,PersonalCare,2.764231799905541
ST002,SKU0071,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.382237455590527
ST002,SKU0072,0,2026-01-03,4.1,0,True,Snacks,3.751774851499068
ST002,SKU0073,0,2026-01-03,1.9230769230769231,0,True,Dairy,5.984943514535493
ST002,SKU0074,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.291203887928135
ST002,SKU0075,0,2026-01-03,4.1,0,True,Snacks,5.021258067601549
ST002,SKU0076,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.5701925461550106
ST002,SKU0077,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.320448922783199
ST002,SKU0078,0,2026-01-03,1.9230769230769231,0,True,Dairy,4.820070819683765
ST002,SKU0079,0,2026-01-03,6.5,0,True,PersonalCare,2.4233875087455283
ST002,SKU0080,0,2026-01-03,4.684210526315789,0,True,Beverages,4.8512329518259785
ST002,SKU0081,0,2026-01-03,6.5,0,True,PersonalCare,2.7246208722027925
ST002,SKU0084,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.860586896684614
ST002,SKU0085,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.9033161403955985
ST002,SKU0086,0,2026-01-03,6.5,0,True,PersonalCare,2.1910618155814885
ST003,SKU0018,0,2026-01-03,7.166666666666667,0,True,HomeCare,3.0392173507768674
ST005,SKU0041,0,2026-01-03,6.5,0,True,PersonalCare,2.777234700462608
ST002,SKU0087,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.1307511001115467
ST002,SKU0088,0,2026-01-03,1.9230769230769231,0,True,Dairy,6.426761092911686
ST002,SKU0089,0,2026-01-03,4.684210526315789,0,True,Beverages,3.1434978841043337
ST002,SKU0090,0,2026-01-03,4.684210526315789,0,True,Beverages,3.8872743993239145
ST003,SKU0001,0,2026-01-03,6.5,0,True,PersonalCare,3.5430577394904823
ST003,SKU0002,0,2026-01-03,7.166666666666667,0,True,HomeCare,3.9329435684715786
ST003,SKU0003,0,2026-01-03,4.1,0,True,Snacks,8.539382450246562
ST003,SKU0004,0,2026-01-03,4.1,0,True,Snacks,7.901214969546611
ST003,SKU0005,0,2026-01-03,4.684210526315789,0,True,Beverages,6.862642687890296
ST002,SKU0010,0,2026-01-03,7.166666666666667,0,True,HomeCare,1.643510821244835
ST003,SKU0006,0,2026-01-03,1.9230769230769231,0,True,Dairy,9.505868125639822
ST002,SKU0061,0,2026-01-03,1.9230769230769231,0,True,Dairy,5.149518798844133
ST003,SKU0009,0,2026-01-03,7.166666666666667,0,True,HomeCare,4.264147909428531
ST003,SKU0010,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.54027705551914
ST003,SKU0011,0,2026-01-03,4.684210526315789,0,True,Beverages,8.165618059629002
ST003,SKU0012,0,2026-01-03,1.9230769230769231,0,True,Dairy,8.806503919160853
ST003,SKU0013,0,2026-01-03,4.684210526315789,0,True,Beverages,8.653993529580726
ST003,SKU0014,0,2026-01-03,4.1,0,True,Snacks,7.786748913803279
ST003,SKU0015,0,2026-01-03,4.684210526315789,0,True,Beverages,7.868316274941309
ST003,SKU0016,0,2026-01-03,4.1,0,True,Snacks,8.263062113328315
ST003,SKU0017,0,2026-01-03,4.684210526315789,0,True,Beverages,6.993955499846605
ST003,SKU0008,0,2026-01-03,4.684210526315789,0,True,Beverages,6.84266433035003
ST003,SKU0019,0,2026-01-03,2.1818181818181817,0,True,Grocery,10.15139162281208
ST004,SKU0004,0,2026-01-03,4.1,0,True,Snacks,4.715196995541852
ST003,SKU0021,0,2026-01-03,1.9230769230769231,0,True,Dairy,9.409874566027485
ST003,SKU0044,0,2026-01-03,2.1818181818181817,0,True,Grocery,12.531564158181796
ST003,SKU0023,0,2026-01-03,1.9230769230769231,0,True,Dairy,9.530323586802965
ST003,SKU0024,0,2026-01-03,4.684210526315789,0,True,Beverages,7.318480059133853
ST003,SKU0025,0,2026-01-03,4.684210526315789,0,True,Beverages,6.044685314503844
ST003,SKU0026,0,2026-01-03,7.166666666666667,0,True,HomeCare,3.548094197041236
ST003,SKU0027,0,2026-01-03,7.166666666666667,0,True,HomeCare,4.26407443967242
ST003,SKU0028,0,2026-01-03,6.5,0,True,PersonalCare,4.625512232015099
ST003,SKU0029,0,2026-01-03,4.1,0,True,Snacks,8.312769112986029
ST003,SKU0030,0,2026-01-03,7.166666666666667,0,True,HomeCare,4.180453381654971
ST003,SKU0031,0,2026-01-03,4.684210526315789,0,True,Beverages,6.8132077246145135
ST003,SKU0032,0,2026-01-03,4.1,0,True,Snacks,7.099057440347513
ST003,SKU0033,0,2026-01-03,2.1818181818181817,0,True,Grocery,16.25293495762664
ST003,SKU0034,0,2026-01-03,6.5,0,True,PersonalCare,3.761448689082639
ST003,SKU0035,0,2026-01-03,7.166666666666667,0,True,HomeCare,3.368641322685195
ST003,SKU0036,0,2026-01-03,2.1818181818181817,0,True,Grocery,13.353376226318346
ST003,SKU0037,0,2026-01-03,1.9230769230769231,0,True,Dairy,8.729648728173043
ST003,SKU0038,0,2026-01-03,2.1818181818181817,0,True,Grocery,12.050021058852844
ST003,SKU0039,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.960686433988071
ST003,SKU0040,0,2026-01-03,4.684210526315789,0,True,Beverages,8.164428622802829
ST003,SKU0041,0,2026-01-03,6.5,0,True,PersonalCare,6.0737943201600935
ST003,SKU0042,0,2026-01-03,4.1,0,True,Snacks,7.160004480473527
ST003,SKU0045,0,2026-01-03,4.684210526315789,0,True,Beverages,6.155768328102771
ST003,SKU0043,0,2026-01-03,6.5,0,True,PersonalCare,3.459576806373577
ST003,SKU0046,0,2026-01-03,4.684210526315789,0,True,Beverages,7.5263946575603775
ST003,SKU0069,0,2026-01-03,2.1818181818181817,0,True,Grocery,14.006532668490218
ST003,SKU0048,0,2026-01-03,2.1818181818181817,0,True,Grocery,14.772014284282209
ST003,SKU0049,0,2026-01-03,4.684210526315789,0,True,Beverages,7.391953560704303
ST003,SKU0050,0,2026-01-03,4.1,0,True,Snacks,8.766820567180716
ST003,SKU0051,0,2026-01-03,2.1818181818181817,0,True,Grocery,11.75488486952294
ST003,SKU0052,0,2026-01-03,4.1,0,True,Snacks,8.022524680899343
ST003,SKU0053,0,2026-01-03,1.9230769230769231,0,True,Dairy,10.00623239370304
ST003,SKU0054,0,2026-01-03,4.684210526315789,0,True,Beverages,6.72667230514107
ST003,SKU0055,0,2026-01-03,2.1818181818181817,0,True,Grocery,13.643992132189837
ST003,SKU0056,0,2026-01-03,7.166666666666667,0,True,HomeCare,4.809790558125435
ST003,SKU0057,0,2026-01-03,4.684210526315789,0,True,Beverages,7.359970987193552
ST003,SKU0059,0,2026-01-03,6.5,0,True,PersonalCare,4.189810410769859
ST004,SKU0030,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.6974646966130407
ST003,SKU0060,0,2026-01-03,2.1818181818181817,0,True,Grocery,13.682993487426
ST003,SKU0061,0,2026-01-03,1.9230769230769231,0,True,Dairy,12.778476970445675
ST003,SKU0062,0,2026-01-03,2.1818181818181817,0,True,Grocery,14.05823905092784
ST003,SKU0063,0,2026-01-03,6.5,0,True,PersonalCare,4.275154073935783
ST003,SKU0064,0,2026-01-03,6.5,0,True,PersonalCare,4.334538101271974
ST003,SKU0065,0,2026-01-03,6.5,0,True,PersonalCare,4.440712196487189
ST003,SKU0066,0,2026-01-03,4.1,0,True,Snacks,7.235693688783041
ST003,SKU0067,0,2026-01-03,4.684210526315789,0,True,Beverages,7.683144001929548
ST003,SKU0068,0,2026-01-03,4.1,0,True,Snacks,9.094463875510057
ST003,SKU0047,0,2026-01-03,1.9230769230769231,0,True,Dairy,10.293439037466785
ST003,SKU0070,0,2026-01-03,6.5,0,True,PersonalCare,4.830783183440708
ST003,SKU0071,0,2026-01-03,2.1818181818181817,0,True,Grocery,14.336341993492828
ST003,SKU0072,0,2026-01-03,4.1,0,True,Snacks,7.925404095387689
ST003,SKU0074,0,2026-01-03,2.1818181818181817,0,True,Grocery,12.238492625907242
ST003,SKU0075,0,2026-01-03,4.1,0,True,Snacks,8.791158123528563
ST003,SKU0076,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.65225586112694
ST003,SKU0077,0,2026-01-03,2.1818181818181817,0,True,Grocery,11.06715092397022
ST003,SKU0078,0,2026-01-03,1.9230769230769231,0,True,Dairy,7.970614891862858
ST003,SKU0079,0,2026-01-03,6.5,0,True,PersonalCare,4.658917662339736
ST003,SKU0080,0,2026-01-03,4.684210526315789,0,True,Beverages,7.218918336903889
ST003,SKU0081,0,2026-01-03,6.5,0,True,PersonalCare,4.267893189935961
ST003,SKU0082,0,2026-01-03,2.1818181818181817,0,True,Grocery,10.13155941800676
ST003,SKU0083,0,2026-01-03,7.166666666666667,0,True,HomeCare,3.1225993285107907
ST003,SKU0084,0,2026-01-03,7.166666666666667,0,True,HomeCare,3.755780840825352
ST003,SKU0085,0,2026-01-03,2.1818181818181817,0,True,Grocery,15.49917129323185
ST003,SKU0086,0,2026-01-03,6.5,0,True,PersonalCare,4.334538101271974
ST003,SKU0087,0,2026-01-03,7.166666666666667,0,True,HomeCare,3.033645911901551
ST003,SKU0088,0,2026-01-03,1.9230769230769231,0,True,Dairy,9.50029678998211
ST003,SKU0089,0,2026-01-03,4.684210526315789,0,True,Beverages,8.767821092882311
ST003,SKU0090,0,2026-01-03,4.684210526315789,0,True,Beverages,7.07735631652651
ST004,SKU0001,0,2026-01-03,6.5,0,True,PersonalCare,3.1191863215060875
ST004,SKU0002,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.2357877509208968
ST004,SKU0003,0,2026-01-03,4.1,0,True,Snacks,6.1164042543398205
ST002,SKU0046,0,2026-01-03,4.684210526315789,0,True,Beverages,4.458103488793411
ST004,SKU0005,0,2026-01-03,4.684210526315789,0,True,Beverages,4.587563552515751
ST003,SKU0073,0,2026-01-03,1.9230769230769231,0,True,Dairy,11.01804170929523
ST004,SKU0006,0,2026-01-03,1.9230769230769231,0,True,Dairy,7.013860248748363
ST004,SKU0008,0,2026-01-03,4.684210526315789,0,True,Beverages,5.288363828250651
ST004,SKU0007,0,2026-01-03,1.9230769230769231,0,True,Dairy,6.840328957778753
ST004,SKU0009,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.7887169730701835
ST004,SKU0010,0,2026-01-03,7.166666666666667,0,True,HomeCare,3.274129626638212
ST004,SKU0011,0,2026-01-03,4.684210526315789,0,True,Beverages,4.867865578281774
ST004,SKU0012,0,2026-01-03,1.9230769230769231,0,True,Dairy,6.721127799502335
ST004,SKU0013,0,2026-01-03,4.684210526315789,0,True,Beverages,5.398296398867429
ST004,SKU0014,0,2026-01-03,4.1,0,True,Snacks,6.038618408270368
ST004,SKU0015,0,2026-01-03,4.684210526315789,0,True,Beverages,6.27112969640821
ST004,SKU0016,0,2026-01-03,4.1,0,True,Snacks,5.404212596156923
ST004,SKU0017,0,2026-01-03,4.684210526315789,0,True,Beverages,4.731116004349981
ST003,SKU0058,0,2026-01-03,4.1,0,True,Snacks,9.635753440229896
ST004,SKU0018,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.6602758633594625
ST004,SKU0020,0,2026-01-03,4.684210526315789,0,True,Beverages,4.500069617952152
ST004,SKU0021,0,2026-01-03,1.9230769230769231,0,True,Dairy,6.993686734143755
ST004,SKU0022,0,2026-01-03,4.1,0,True,Snacks,4.958726896198025
ST004,SKU0023,0,2026-01-03,1.9230769230769231,0,True,Dairy,7.75740409516865
ST004,SKU0024,0,2026-01-03,4.684210526315789,0,True,Beverages,5.284986063769288
ST004,SKU0025,0,2026-01-03,4.684210526315789,0,True,Beverages,5.477282772179654
ST004,SKU0026,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.516237992338009
ST004,SKU0027,0,2026-01-03,7.166666666666667,0,True,HomeCare,3.46419205102951
ST004,SKU0028,0,2026-01-03,6.5,0,True,PersonalCare,2.688856611031298
ST004,SKU0029,0,2026-01-03,4.1,0,True,Snacks,4.246257382023135
ST004,SKU0019,0,2026-01-03,2.1818181818181817,0,True,Grocery,9.287222742330677
ST003,SKU0022,0,2026-01-03,4.1,0,True,Snacks,6.999373405539632
ST004,SKU0031,0,2026-01-03,4.684210526315789,0,True,Beverages,5.526820003254215
ST004,SKU0033,0,2026-01-03,2.1818181818181817,0,True,Grocery,10.099256778034295
ST004,SKU0055,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.625129398615254
ST004,SKU0034,0,2026-01-03,6.5,0,True,PersonalCare,3.0222649144362883
ST004,SKU0035,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.987232648663828
ST004,SKU0036,0,2026-01-03,2.1818181818181817,0,True,Grocery,6.911225477003696
ST004,SKU0037,0,2026-01-03,1.9230769230769231,0,True,Dairy,6.789578111143453
ST004,SKU0038,0,2026-01-03,2.1818181818181817,0,True,Grocery,8.10898508432124
ST004,SKU0039,0,2026-01-03,7.166666666666667,0,True,HomeCare,2.3763928774025187
ST004,SKU0040,0,2026-01-03,4.684210526315789,0,True,Beverages,4.341471055681276
ST004,SKU0041,0,2026-01-03,6.5,0,True,PersonalCare,3.289403508023376
ST004,SKU0042,0,2026-01-03,4.1,0,True,Snacks,5.96974409933364
ST004,SKU0043,0,2026-01-03,6.5,0,True,PersonalCare,2.627333668477185
ST004,SKU0044,0,2026-01-03,2.1818181818181817,0,True,Grocery,7.878224167926439
ST004,SKU0045,0,2026-01-03,4.684210526315789,0,True,Beverages,6.14996383223874
ST004,SKU0046,0,2026-01-03,4.684210526315789,0,True,Beverages,3.5091180906940265
