date,store_id,sku_id,day_of_week,holiday_flag,promo_flag,cat_Beverages,cat_Dairy,cat_Grocery,cat_HomeCare,cat_PersonalCare,cat_Snacks,is_weekend,starting_inventory,avg_28d_demand,forecast_units,lost_sales_units,stockout_flag,ROP,safety_stock,lead_time_days,ROQ,projected_inventory_with_repl,order_placed,arrival_qty,lost_sales_repl,stockout_flag_now,category,price,cost
2025-02-04,ST001,SKU0002,1,0,1,0,0,0,1,0,0,False,0.0,3.892857142857143,4.251302076793174,4.251302076793174,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,0.0,0,0.0,4.251302076793174,True,HomeCare,372.13,210.62
2025-02-05,ST001,SKU0002,2,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,4.044902350910727,4.044902350910727,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,21.91748459073819,1,25.96238694164892,0.0,False,HomeCare,372.13,210.62
2025-02-06,ST001,SKU0002,3,0,1,0,0,0,1,0,0,False,0.0,3.892857142857143,2.6851071621017444,2.6851071621017444,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,19.232377428636447,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-07,ST001,SKU0002,4,0,1,0,0,0,1,0,0,False,0.0,3.892857142857143,5.657524170274169,5.657524170274169,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,13.574853258362278,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-08,ST001,SKU0002,5,0,0,0,0,0,1,0,0,True,0.0,3.892857142857143,4.101282086502079,4.101282086502079,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,9.4735711718602,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-09,ST001,SKU0002,6,1,0,0,0,0,1,0,0,True,0.0,3.892857142857143,5.301042415917416,5.301042415917416,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,30.1349156975917,0,25.96238694164892,0.0,False,HomeCare,372.13,210.62
2025-02-10,ST001,SKU0002,0,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,2.8839729510278405,2.8839729510278405,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,27.25094274656386,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-11,ST001,SKU0002,1,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,3.3281995754292644,3.3281995754292644,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,23.9227431711346,1,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-12,ST001,SKU0002,2,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,4.044902350910727,4.044902350910727,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,19.877840820223874,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-13,ST001,SKU0002,3,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,3.706729758721679,3.706729758721679,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,16.171111061502195,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-14,ST001,SKU0002,4,0,1,0,0,0,1,0,0,False,0.0,3.892857142857143,5.657524170274169,5.657524170274169,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,10.513586891228027,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-15,ST001,SKU0002,5,0,0,0,0,0,1,0,0,True,0.0,3.892857142857143,4.101282086502079,4.101282086502079,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,32.374691746374864,0,25.96238694164892,0.0,False,HomeCare,372.13,210.62
2025-02-16,ST001,SKU0002,6,1,0,0,0,0,1,0,0,True,0.0,3.892857142857143,5.301042415917416,5.301042415917416,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,27.07364933045745,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-17,ST001,SKU0002,0,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,2.8839729510278405,2.8839729510278405,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,24.18967637942961,1,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-18,ST001,SKU0002,1,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,3.3281995754292644,3.3281995754292644,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,20.861476804000347,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-19,ST001,SKU0002,2,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,4.044902350910727,4.044902350910727,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,16.816574453089622,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-20,ST001,SKU0002,3,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,3.706729758721679,3.706729758721679,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,13.109844694367943,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-21,ST001,SKU0002,4,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,4.537192266259971,4.537192266259971,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,34.535039369756895,0,25.96238694164892,0.0,False,HomeCare,372.13,210.62
2025-02-22,ST001,SKU0002,5,0,0,0,0,0,1,0,0,True,0.0,3.892857142857143,4.101282086502079,4.101282086502079,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,30.433757283254817,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-23,ST001,SKU0002,6,1,0,0,0,0,1,0,0,True,0.0,3.892857142857143,5.301042415917416,5.301042415917416,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,25.132714867337402,1,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-24,ST001,SKU0002,0,0,1,0,0,0,1,0,0,False,0.0,3.892857142857143,4.052960317460318,4.052960317460318,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,21.079754549877084,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-25,ST001,SKU0002,1,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,3.3281995754292644,3.3281995754292644,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,17.75155497444782,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-26,ST001,SKU0002,2,0,1,0,0,0,1,0,0,False,0.0,3.892857142857143,2.3271740759240758,2.3271740759240758,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,15.424380898523745,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-27,ST001,SKU0002,3,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,3.706729758721679,3.706729758721679,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,37.68003808145099,0,25.96238694164892,0.0,False,HomeCare,372.13,210.62
2025-02-28,ST001,SKU0002,4,0,0,0,0,0,1,0,0,False,0.0,3.892857142857143,4.537192266259971,4.537192266259971,True,25.96238694164891,8.20376625199374,4.439655172413793,25.96238694164892,33.142845815191016,0,0.0,0.0,False,HomeCare,372.13,210.62
2025-02-01,ST001,SKU0003,5,0,0,0,0,0,0,0,1,True,0.0,7.535714285714286,9.603739882281275,9.603739882281275,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,0.0,1,0.0,9.603739882281275,True,Snacks,220.56,169.92
2025-02-02,ST001,SKU0003,6,1,0,0,0,0,0,0,1,True,0.0,7.535714285714286,8.483031746031743,8.483031746031743,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,0.0,0,0.0,8.483031746031743,True,Snacks,220.56,169.92
2025-02-03,ST001,SKU0003,0,0,1,0,0,0,0,0,1,False,0.0,7.535714285714286,7.641538197097021,7.641538197097021,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,0.0,0,0.0,7.641538197097021,True,Snacks,220.56,169.92
2025-02-04,ST001,SKU0003,1,0,1,0,0,0,0,0,1,False,0.0,7.535714285714286,8.488004329004331,8.488004329004331,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,0.0,0,0.0,8.488004329004331,True,Snacks,220.56,169.92
2025-02-05,ST001,SKU0003,2,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,6.875225792159615,6.875225792159615,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,0.0,0,0.0,6.875225792159615,True,Snacks,220.56,169.92
2025-02-06,ST001,SKU0003,3,0,1,0,0,0,0,0,1,False,0.0,7.535714285714286,6.725788184038188,6.725788184038188,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,0.0,0,0.0,6.725788184038188,True,Snacks,220.56,169.92
2025-02-07,ST001,SKU0003,4,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,8.475035711088157,8.475035711088157,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,41.323270811708696,1,49.79830652279685,0.0,False,Snacks,220.56,169.92
2025-02-08,ST001,SKU0003,5,0,0,0,0,0,0,0,1,True,0.0,7.535714285714286,9.603739882281275,9.603739882281275,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,31.71953092942742,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-09,ST001,SKU0003,6,1,0,0,0,0,0,0,1,True,0.0,7.535714285714286,8.483031746031743,8.483031746031743,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,23.23649918339568,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-10,ST001,SKU0003,0,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,5.940851575692034,5.940851575692034,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,17.295647607703646,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-11,ST001,SKU0003,1,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,7.099175118099586,7.099175118099586,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,10.19647248960406,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-12,ST001,SKU0003,2,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,6.875225792159615,6.875225792159615,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,3.3212466974444457,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-13,ST001,SKU0003,3,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,7.392064364437558,7.392064364437558,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,45.727488855803735,1,49.79830652279685,0.0,False,Snacks,220.56,169.92
2025-02-14,ST001,SKU0003,4,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,8.475035711088157,8.475035711088157,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,37.252453144715574,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-15,ST001,SKU0003,5,0,0,0,0,0,0,0,1,True,0.0,7.535714285714286,9.603739882281275,9.603739882281275,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,27.6487132624343,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-16,ST001,SKU0003,6,1,0,0,0,0,0,0,1,True,0.0,7.535714285714286,8.483031746031743,8.483031746031743,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,19.165681516402557,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-17,ST001,SKU0003,0,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,5.940851575692034,5.940851575692034,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,13.224829940710524,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-18,ST001,SKU0003,1,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,7.099175118099586,7.099175118099586,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,6.125654822610938,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-19,ST001,SKU0003,2,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,6.875225792159615,6.875225792159615,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,49.04873555324818,1,49.79830652279685,0.0,False,Snacks,220.56,169.92
2025-02-20,ST001,SKU0003,3,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,7.392064364437558,7.392064364437558,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,41.65667118881062,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-21,ST001,SKU0003,4,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,8.475035711088157,8.475035711088157,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,33.181635477722466,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-22,ST001,SKU0003,5,0,1,0,0,0,0,0,1,True,0.0,7.535714285714286,6.221013512631161,6.221013512631161,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,26.960621965091306,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-23,ST001,SKU0003,6,1,0,0,0,0,0,0,1,True,0.0,7.535714285714286,8.483031746031743,8.483031746031743,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,18.477590219059564,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-24,ST001,SKU0003,0,0,1,0,0,0,0,0,1,False,0.0,7.535714285714286,7.641538197097021,7.641538197097021,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,10.836052021962544,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-25,ST001,SKU0003,1,0,1,0,0,0,0,0,1,False,0.0,7.535714285714286,8.488004329004331,8.488004329004331,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,52.14635421575506,1,49.79830652279685,0.0,False,Snacks,220.56,169.92
2025-02-26,ST001,SKU0003,2,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,6.875225792159615,6.875225792159615,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,45.27112842359544,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-27,ST001,SKU0003,3,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,7.392064364437558,7.392064364437558,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,37.87906405915788,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-28,ST001,SKU0003,4,0,0,0,0,0,0,0,1,False,0.0,7.535714285714286,8.475035711088157,8.475035711088157,True,61.48720549436369,16.539837073311062,6.0,49.79830652279685,29.404028348069726,0,0.0,0.0,False,Snacks,220.56,169.92
2025-02-01,ST001,SKU0004,5,0,0,0,0,0,0,0,1,True,0.0,7.642857142857143,7.994551416574687,7.994551416574687,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,0.0,1,0.0,7.994551416574687,True,Snacks,539.79,385.07
2025-02-02,ST001,SKU0004,6,1,0,0,0,0,0,0,1,True,0.0,7.642857142857143,7.15225,7.15225,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,0.0,0,0.0,7.15225,True,Snacks,539.79,385.07
2025-02-03,ST001,SKU0004,0,0,0,0,0,0,0,0,1,False,0.0,7.642857142857143,7.055886188114929,7.055886188114929,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,40.811426507010225,0,47.86731269512515,0.0,False,Snacks,539.79,385.07
2025-02-04,ST001,SKU0004,1,0,1,0,0,0,0,0,1,False,0.0,7.642857142857143,11.114353979353977,11.114353979353977,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,29.697072527656246,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-05,ST001,SKU0004,2,0,1,0,0,0,0,0,1,False,0.0,7.642857142857143,8.21001984126984,8.21001984126984,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,21.487052686386406,1,0.0,0.0,False,Snacks,539.79,385.07
2025-02-06,ST001,SKU0004,3,0,1,0,0,0,0,0,1,False,0.0,7.642857142857143,8.192872132640318,8.192872132640318,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,13.294180553746088,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-07,ST001,SKU0004,4,0,0,0,0,0,0,0,1,False,0.0,7.642857142857143,7.9903847043381155,7.9903847043381155,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,53.171108544533126,0,47.86731269512515,0.0,False,Snacks,539.79,385.07
2025-02-08,ST001,SKU0004,5,0,1,0,0,0,0,0,1,True,0.0,7.642857142857143,8.605401515151517,8.605401515151517,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,44.56570702938161,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-09,ST001,SKU0004,6,1,0,0,0,0,0,0,1,True,0.0,7.642857142857143,7.15225,7.15225,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,37.41345702938161,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-10,ST001,SKU0004,0,0,0,0,0,0,0,0,1,False,0.0,7.642857142857143,7.055886188114929,7.055886188114929,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,30.357570841266682,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-11,ST001,SKU0004,1,0,0,0,0,0,0,0,1,False,0.0,7.642857142857143,7.315339663379145,7.315339663379145,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,23.042231177887537,1,0.0,0.0,False,Snacks,539.79,385.07
2025-02-12,ST001,SKU0004,2,0,0,0,0,0,0,0,1,False,0.0,7.642857142857143,7.870816497021146,7.870816497021146,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,15.171414680866391,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-13,ST001,SKU0004,3,0,0,0,0,0,0,0,1,False,0.0,7.642857142857143,7.638789181990769,7.638789181990769,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,55.399938194000775,0,47.86731269512515,0.0,False,Snacks,539.79,385.07
2025-02-14,ST001,SKU0004,4,0,0,0,0,0,0,0,1,False,0.0,7.642857142857143,7.9903847043381155,7.9903847043381155,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,47.409553489662656,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-15,ST001,SKU0004,5,0,0,0,0,0,0,0,1,True,0.0,7.642857142857143,7.994551416574687,7.994551416574687,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,39.41500207308797,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-16,ST001,SKU0004,6,1,0,0,0,0,0,0,1,True,0.0,7.642857142857143,7.15225,7.15225,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,32.26275207308797,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-17,ST001,SKU0004,0,0,0,0,0,0,0,0,1,False,0.0,7.642857142857143,7.055886188114929,7.055886188114929,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,25.206865884973038,1,0.0,0.0,False,Snacks,539.79,385.07
2025-02-18,ST001,SKU0004,1,0,1,0,0,0,0,0,1,False,0.0,7.642857142857143,11.114353979353977,11.114353979353977,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,14.09251190561906,0,0.0,0.0,False,Snacks,539.79,385.07
2025-02-19,ST001,SKU0004,2,0,0,0,0,0,0,0,1,False,0.0,7.642857142857143,7.870816497021146,7.870816497021146,True,27.53685292501021,10.87018625834354,2.0,47.86731269512515,54.08900810372307,0,47.86731269512515,0.0,False,Snacks,539.79,385.07
